"lastupdatedate","town_no","town","towntotalcases","townconfirmedcases","townprobablecases","towncaserate","towntotaldeaths","townconfirmeddeaths","townprobabledeaths","peopletested","ratetested100k","numberoftests","numberofpositives","numberofnegatives","numberofindeterminates"
2020-04-01,157,"Weston",29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,158,"Westport",122,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,159,"Wethersfield",18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,160,"Willington",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,161,"Wilton",49,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,162,"Winchester",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,163,"Windham",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,164,"Windsor",21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,165,"Windsor Locks",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,166,"Wolcott",5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,167,"Woodbridge",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,168,"Woodbury",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,169,"Woodstock",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,1,"Andover",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,2,"Ansonia",22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,3,"Ashford",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,4,"Avon",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,5,"Barkhamsted",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,6,"Beacon Falls",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,7,"Berlin",14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,8,"Bethany",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,9,"Bethel",38,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,10,"Bethlehem",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,11,"Bloomfield",16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,12,"Bolton",2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,13,"Bozrah",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,14,"Branford",22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,15,"Bridgeport",105,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,16,"Bridgewater",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,17,"Bristol",15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,18,"Brookfield",58,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,19,"Brooklyn",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,20,"Burlington",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,21,"Canaan",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,22,"Canterbury",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,23,"Canton",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,24,"Chaplin",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,25,"Cheshire",20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,26,"Chester",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,27,"Clinton",8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,28,"Colchester",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,29,"Colebrook",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,30,"Columbia",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,31,"Cornwall",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,32,"Coventry",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,33,"Cromwell",7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,34,"Danbury",227,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,35,"Darien",72,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,36,"Deep River",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,37,"Derby",14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,38,"Durham",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,40,"East Granby",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,41,"East Haddam",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,42,"East Hampton",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,43,"East Hartford",23,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,44,"East Haven",16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,45,"East Lyme",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,47,"East Windsor",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,39,"Eastford",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,46,"Easton",5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,48,"Ellington",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,49,"Enfield",33,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,50,"Essex",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,51,"Fairfield",47,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,52,"Farmington",15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,53,"Franklin",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,54,"Glastonbury",13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,55,"Goshen",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,56,"Granby",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,57,"Greenwich",157,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,58,"Griswold",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,59,"Groton",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,60,"Guilford",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,61,"Haddam",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,62,"Hamden",56,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,63,"Hampton",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,64,"Hartford",74,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,65,"Hartland",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,66,"Harwinton",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,67,"Hebron",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,68,"Kent",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,69,"Killingly",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,70,"Killingworth",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,71,"Lebanon",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,72,"Ledyard",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,73,"Lisbon",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,74,"Litchfield",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,75,"Lyme",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,76,"Madison",12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,77,"Manchester",28,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,78,"Mansfield",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,79,"Marlborough",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,80,"Meriden",31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,81,"Middlebury",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,82,"Middlefield",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,83,"Middletown",24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,84,"Milford",20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,85,"Monroe",9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,86,"Montville",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,87,"Morris",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,88,"Naugatuck",13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,89,"New Britain",32,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,90,"New Canaan",43,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,91,"New Fairfield",32,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,92,"New Hartford",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,93,"New Haven",135,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,95,"New London",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,96,"New Milford",35,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,94,"Newington",28,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,97,"Newtown",33,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,98,"Norfolk",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,99,"North Branford",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,100,"North Canaan",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,101,"North Haven",13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,102,"North Stonington",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,103,"Norwalk",315,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,104,"Norwich",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,105,"Old Lyme",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,106,"Old Saybrook",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,107,"Orange",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,108,"Oxford",12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,109,"Plainfield",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,110,"Plainville",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,111,"Plymouth",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,112,"Pomfret",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,113,"Portland",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,114,"Preston",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,115,"Prospect",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,116,"Putnam",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,117,"Redding",16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,118,"Ridgefield",78,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,123,"Scotland",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,124,"Seymour",17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,125,"Sharon",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,126,"Shelton",59,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,127,"Sherman",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,128,"Simsbury",9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,129,"Somers",6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,132,"South Windsor",12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,130,"Southbury",14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,131,"Southington",27,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,133,"Sprague",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,134,"Stafford",19,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,135,"Stamford",508,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,136,"Sterling",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,137,"Stonington",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,138,"Stratford",38,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,139,"Suffield",18,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,140,"Thomaston",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,141,"Thompson",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,142,"Tolland",9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,143,"Torrington",24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,144,"Trumbull",22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,38,"Durham",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,66,"Harwinton",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,92,"New Hartford",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,115,"Prospect",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,122,"Salisbury",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,146,"Vernon",14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,1,"Andover",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,2,"Ansonia",25,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,3,"Ashford",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,4,"Avon",11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,5,"Barkhamsted",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,6,"Beacon Falls",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,7,"Berlin",14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,8,"Bethany",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,9,"Bethel",39,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,10,"Bethlehem",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,11,"Bloomfield",20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,12,"Bolton",3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,13,"Bozrah",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,14,"Branford",23,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,15,"Bridgeport",115,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,16,"Bridgewater",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,17,"Bristol",18,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,18,"Brookfield",59,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,19,"Brooklyn",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,20,"Burlington",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,21,"Canaan",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,22,"Canterbury",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,23,"Canton",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,24,"Chaplin",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,25,"Cheshire",20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,26,"Chester",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,27,"Clinton",7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,28,"Colchester",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,29,"Colebrook",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,30,"Columbia",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,31,"Cornwall",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,32,"Coventry",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,33,"Cromwell",7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,34,"Danbury",231,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,35,"Darien",77,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,36,"Deep River",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,40,"East Granby",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,41,"East Haddam",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,42,"East Hampton",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,43,"East Hartford",26,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,44,"East Haven",17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,45,"East Lyme",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,47,"East Windsor",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,39,"Eastford",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,46,"Easton",5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,48,"Ellington",4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,49,"Enfield",38,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,50,"Essex",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,51,"Fairfield",51,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,52,"Farmington",16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,53,"Franklin",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,54,"Glastonbury",14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,55,"Goshen",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,56,"Granby",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,57,"Greenwich",170,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,58,"Griswold",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,59,"Groton",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,60,"Guilford",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,61,"Haddam",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,62,"Hamden",55,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,63,"Hampton",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,64,"Hartford",90,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,37,"Derby",13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,65,"Hartland",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,91,"New Fairfield",32,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,114,"Preston",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,121,"Salem",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,145,"Union",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,116,"Putnam",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,117,"Redding",16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,118,"Ridgefield",78,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,119,"Rocky Hill",22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,120,"Roxbury",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,147,"Voluntown",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,148,"Wallingford",18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,149,"Warren",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,150,"Washington",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,151,"Waterbury",105,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,152,"Waterford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,153,"Watertown",11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,155,"West Hartford",24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,156,"West Haven",50,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,154,"Westbrook",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,157,"Weston",29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,158,"Westport",125,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,159,"Wethersfield",22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,160,"Willington",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,161,"Wilton",51,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,162,"Winchester",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,163,"Windham",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,164,"Windsor",26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,165,"Windsor Locks",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,166,"Wolcott",6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,167,"Woodbridge",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,168,"Woodbury",6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,169,"Woodstock",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,67,"Hebron",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,68,"Kent",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,69,"Killingly",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,70,"Killingworth",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,71,"Lebanon",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,72,"Ledyard",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,73,"Lisbon",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,74,"Litchfield",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,75,"Lyme",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-02,76,"Madison",12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
