"lastupdatedate","town_no","town","towntotalcases","townconfirmedcases","townprobablecases","towncaserate","towntotaldeaths","townconfirmeddeaths","townprobabledeaths","peopletested","ratetested100k","numberoftests","numberofpositives","numberofnegatives","numberofindeterminates"
2020-03-30,111,"Plymouth",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,112,"Pomfret",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,113,"Portland",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,114,"Preston",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,115,"Prospect",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,116,"Putnam",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,117,"Redding",16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,118,"Ridgefield",74,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,119,"Rocky Hill",15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,120,"Roxbury",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,121,"Salem",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,122,"Salisbury",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,123,"Scotland",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,124,"Seymour",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,125,"Sharon",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,126,"Shelton",31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,127,"Sherman",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,128,"Simsbury",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,129,"Somers",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,130,"Southbury",11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,131,"Southington",16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,133,"Sprague",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,134,"Stafford",17,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,135,"Stamford",157,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,136,"Sterling",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,137,"Stonington",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,138,"Stratford",27,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,139,"Suffield",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,140,"Thomaston",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,141,"Thompson",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,142,"Tolland",6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,143,"Torrington",18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,144,"Trumbull",14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,145,"Union",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,146,"Vernon",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,147,"Voluntown",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,148,"Wallingford",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,149,"Warren",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,150,"Washington",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,151,"Waterbury",69,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,152,"Waterford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,153,"Watertown",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,155,"West Hartford",12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,156,"West Haven",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,154,"Westbrook",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,157,"Weston",27,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,158,"Westport",115,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,159,"Wethersfield",12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,160,"Willington",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,161,"Wilton",44,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,162,"Winchester",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,163,"Windham",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,164,"Windsor",19,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,165,"Windsor Locks",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,166,"Wolcott",5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,167,"Woodbridge",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,168,"Woodbury",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-30,169,"Woodstock",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,68,"Kent",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,69,"Killingly",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,70,"Killingworth",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,71,"Lebanon",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,72,"Ledyard",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,73,"Lisbon",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,74,"Litchfield",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,75,"Lyme",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,76,"Madison",11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,77,"Manchester",23,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,78,"Mansfield",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,79,"Marlborough",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,80,"Meriden",24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,81,"Middlebury",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,82,"Middlefield",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,83,"Middletown",19,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,84,"Milford",17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,85,"Monroe",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,86,"Montville",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,87,"Morris",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,88,"Naugatuck",9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,89,"New Britain",27,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,90,"New Canaan",41,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,91,"New Fairfield",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,92,"New Hartford",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,93,"New Haven",121,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,95,"New London",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,96,"New Milford",35,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,94,"Newington",26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,97,"Newtown",33,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,98,"Norfolk",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,99,"North Branford",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,100,"North Canaan",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,101,"North Haven",9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,102,"North Stonington",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,103,"Norwalk",302,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,104,"Norwich",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,105,"Old Lyme",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,106,"Old Saybrook",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,107,"Orange",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,108,"Oxford",11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,109,"Plainfield",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,110,"Plainville",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,111,"Plymouth",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,112,"Pomfret",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,113,"Portland",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,114,"Preston",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,115,"Prospect",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,116,"Putnam",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,117,"Redding",16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,118,"Ridgefield",77,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,119,"Rocky Hill",17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,120,"Roxbury",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,121,"Salem",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,122,"Salisbury",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,123,"Scotland",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,124,"Seymour",13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,125,"Sharon",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,126,"Shelton",46,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,127,"Sherman",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,128,"Simsbury",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,129,"Somers",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,132,"South Windsor",9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,130,"Southbury",13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,131,"Southington",19,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,133,"Sprague",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,134,"Stafford",17,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,135,"Stamford",401,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,136,"Sterling",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,137,"Stonington",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,138,"Stratford",31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,139,"Suffield",9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,140,"Thomaston",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,141,"Thompson",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,142,"Tolland",9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,67,"Hebron",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,144,"Trumbull",17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,145,"Union",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,146,"Vernon",11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,147,"Voluntown",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,148,"Wallingford",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,149,"Warren",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,150,"Washington",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,151,"Waterbury",75,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,152,"Waterford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,153,"Watertown",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,155,"West Hartford",20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,65,"Hartland",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,156,"West Haven",38,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,154,"Westbrook",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,157,"Weston",29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,158,"Westport",120,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,159,"Wethersfield",15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,160,"Willington",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,161,"Wilton",49,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,162,"Winchester",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,163,"Windham",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,164,"Windsor",20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,165,"Windsor Locks",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,166,"Wolcott",5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,167,"Woodbridge",6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,168,"Woodbury",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,169,"Woodstock",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,1,"Andover",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,2,"Ansonia",17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,3,"Ashford",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,4,"Avon",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,5,"Barkhamsted",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,6,"Beacon Falls",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,7,"Berlin",11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,8,"Bethany",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,9,"Bethel",37,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,10,"Bethlehem",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,11,"Bloomfield",11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,12,"Bolton",2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,13,"Bozrah",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,14,"Branford",19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,15,"Bridgeport",86,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,16,"Bridgewater",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,17,"Bristol",9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,18,"Brookfield",58,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,19,"Brooklyn",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,20,"Burlington",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,21,"Canaan",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,22,"Canterbury",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,23,"Canton",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,24,"Chaplin",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,25,"Cheshire",18,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,26,"Chester",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,27,"Clinton",7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,28,"Colchester",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,29,"Colebrook",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,30,"Columbia",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,31,"Cornwall",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,32,"Coventry",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,33,"Cromwell",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,34,"Danbury",223,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,35,"Darien",69,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,36,"Deep River",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,37,"Derby",9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,38,"Durham",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,40,"East Granby",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,41,"East Haddam",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,42,"East Hampton",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,43,"East Hartford",21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,44,"East Haven",13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,45,"East Lyme",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,47,"East Windsor",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,39,"Eastford",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,46,"Easton",4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,48,"Ellington",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,49,"Enfield",24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,50,"Essex",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,51,"Fairfield",40,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,52,"Farmington",15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,53,"Franklin",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,54,"Glastonbury",12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,55,"Goshen",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,56,"Granby",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,57,"Greenwich",149,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,58,"Griswold",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,59,"Groton",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,60,"Guilford",5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,61,"Haddam",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,62,"Hamden",47,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,63,"Hampton",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,64,"Hartford",65,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,66,"Harwinton",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-31,143,"Torrington",20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,119,"Rocky Hill",20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,120,"Roxbury",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,121,"Salem",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,122,"Salisbury",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,123,"Scotland",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,124,"Seymour",15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,125,"Sharon",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,126,"Shelton",55,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,127,"Sherman",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,128,"Simsbury",9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,129,"Somers",4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,132,"South Windsor",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,130,"Southbury",13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,131,"Southington",25,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,133,"Sprague",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,134,"Stafford",17,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,135,"Stamford",437,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,136,"Sterling",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,137,"Stonington",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,138,"Stratford",34,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,139,"Suffield",14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,140,"Thomaston",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,141,"Thompson",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,142,"Tolland",9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,143,"Torrington",22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,144,"Trumbull",21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,145,"Union",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,146,"Vernon",13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,147,"Voluntown",1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,148,"Wallingford",14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,149,"Warren",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,150,"Washington",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,151,"Waterbury",86,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,152,"Waterford",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,153,"Watertown",10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,155,"West Hartford",23,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,156,"West Haven",49,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-01,154,"Westbrook",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
